"ROWNUM","name","adress","okrug","rayon","form_of_incorporation","submission","tip_uchrezhdeniya","vid_uchrezhdeniya","telephone","web_site","e_mail","X","Y","global_id"
"217","Государственное автономное образовательное учреждение среднего профессионального образования города Москвы Политехнический колледж № 8 имени дважды Героя Советского Союза И.Ф. Павлова","125284, г. Москва, 1-й Боткинский проезд, дом 7а","Северный административный округ","район Беговой","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(495) 485-72-18; (495) 485-72-22",,"08@prof.educom.ru","37,568388","55,796306","87029288"
"218","Государственное автономное образовательное учреждение среднего профессионального образования города Москвы Политехнический колледж № 8 имени дважды Героя Советского Союза И.Ф. Павлова","125284, г. Москва, 1-й Боткинский проезд, дом 7а","Северный административный округ","район Беговой","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(495) 485-72-18; (495) 485-72-22",,"08@prof.educom.ru","37,5466","55,776895","87029289"
"219","Государственное автономное образовательное учреждение среднего профессионального образования города Москвы Политехнический колледж № 8 имени дважды Героя Советского Союза И.Ф. Павлова","125284, г. Москва, 1-й Боткинский проезд, дом 7а","Северный административный округ","район Беговой","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(495) 485-72-18; (495) 485-72-22",,"08@prof.educom.ru","37,547328","55,776343","87029290"
"220","Государственное автономное образовательное учреждение среднего профессионального образования города Москвы Политехнический колледж № 8 имени дважды Героя Советского Союза И.Ф. Павлова","125284, г. Москва, 1-й Боткинский проезд, дом 7а","Северный административный округ","район Беговой","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(495) 485-72-18; (495) 485-72-22",,"08@prof.educom.ru","37,556291","55,783656","87029291"
"221","Государственное автономное образовательное учреждение среднего профессионального образования города Москвы Политехнический колледж № 8 имени дважды Героя Советского Союза И.Ф. Павлова","125284, г. Москва, 1-й Боткинский проезд, дом 7а","Северный административный округ","район Беговой","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(495) 485-72-18; (495) 485-72-22",,"08@prof.educom.ru","37,62172","55,79585","87029292"
"222","Государственное автономное образовательное учреждение среднего профессионального образования города Москвы Политехнический колледж № 8 имени дважды Героя Советского Союза И.Ф. Павлова","125284, г. Москва, 1-й Боткинский проезд, дом 7а","Северный административный округ","район Беговой","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(495) 485-72-18; (495) 485-72-22",,"08@prof.educom.ru","37,621291","55,795948","87029293"
"223","Государственное автономное образовательное учреждение среднего профессионального образования города Москвы Политехнический колледж № 8 имени дважды Героя Советского Союза И.Ф. Павлова","125284, г. Москва, 1-й Боткинский проезд, дом 7а","Северный административный округ","район Беговой","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(495) 485-72-18; (495) 485-72-22",,"08@prof.educom.ru","37,55526","55,781552","87029294"
"224","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Коммерческо-банковский колледж № 6","123557 г. Москва, ул. Пресненский Вал, д. 15, стр. 1","Центральный административный округ","Красносельский район","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(499) 253-59-31","k06.mskcollege.ru","06@prof.educom.ru","37,63889","55,774474","87029459"
"225","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Коммерческо-банковский колледж № 6","123557 г. Москва, ул. Пресненский Вал, д. 15, стр. 1","Центральный административный округ","Красносельский район","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(499) 253-59-31","k06.mskcollege.ru","06@prof.educom.ru","37,566172","55,770704","87029460"
"226","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Коммерческо-банковский колледж № 6","123557 г. Москва, ул. Пресненский Вал, д. 15, стр. 1","Центральный административный округ","Красносельский район","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(499) 253-59-31","k06.mskcollege.ru","06@prof.educom.ru","37,639601","55,774865","87029461"
"227","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж ландшафтного дизайна № 18","105568, г. Москва, ул. Чечулина, д. 3, корп. 1","Восточный административный округ","район Ивановское","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(499) 164-69-52","k18.mskcollege.ru","18@prof.educom.ru","37,798813","55,797372","87029522"
"228","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж ландшафтного дизайна № 18","105568, г. Москва, ул. Чечулина, д. 3, корп. 1","Восточный административный округ","район Ивановское","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(499) 164-69-52","k18.mskcollege.ru","18@prof.educom.ru","37,793838","55,755979","87029523"
"229","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж автомотизации и информационных технологий № 20","105037, г. Москва, ул. 1-я Парковая,  д. 12","Восточный административный округ","район Измайлово","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(499) 163-40-83",,"20@prof.educom.ru","37,778526","55,790924","87029524"
"230","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж автомотизации и информационных технологий № 20","105037, г. Москва, ул. 1-я Парковая,  д. 12","Восточный административный округ","район Измайлово","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(499) 163-40-83",,"20@prof.educom.ru","37,788445","55,804869","87029525"
"231","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж автомотизации и информационных технологий № 20","105037, г. Москва, ул. 1-я Парковая,  д. 12","Восточный административный округ","район Измайлово","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(499) 163-40-83",,"20@prof.educom.ru","37,70705","55,816705","87029526"
"232","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Технологический колледж № 21","107143 г. Москва, ул. Вербная, д. 4, стр. 1","Восточный административный округ","район Метрогородок","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(499) 160-14-33; (499) 160-03-30","k21.mskcollege.ru","21@prof.educom.ru","37,771895","55,801888","87029527"
"233","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Технологический колледж № 21","107143 г. Москва, ул. Вербная, д. 4, стр. 1","Восточный административный округ","район Метрогородок","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(499) 160-14-33; (499) 160-03-30","k21.mskcollege.ru","21@prof.educom.ru","37,733397","55,815549","87029528"
"234","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Строительный колледж № 26","109559, г. Москва, ул. Цимлянская, д. 7, стр. 1","Юго-Восточный административный округ","район Люблино","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(495) 673-51-90; (495) 673-30-00; (495) 673-15-96; (495) 673-34-93; (495) 673-14-90","k26.mskcollege.ru/","26@prof.educom.ru","37,770455","55,669364","87029529"
"235","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Строительный колледж № 26","109559, г. Москва, ул. Цимлянская, д. 7, стр. 1","Юго-Восточный административный округ","район Люблино","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(495) 673-51-90; (495) 673-30-00; (495) 673-15-96; (495) 673-34-93; (495) 673-14-90","k26.mskcollege.ru/","26@prof.educom.ru","37,679865","55,703877","87029530"
"236","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Строительный колледж № 26","109559, г. Москва, ул. Цимлянская, д. 7, стр. 1","Юго-Восточный административный округ","район Люблино","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(495) 673-51-90; (495) 673-30-00; (495) 673-15-96; (495) 673-34-93; (495) 673-14-90","k26.mskcollege.ru/","26@prof.educom.ru","37,680271","55,704191","87029531"
"237","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Строительный колледж № 26","109559, г. Москва, ул. Цимлянская, д. 7, стр. 1","Юго-Восточный административный округ","район Люблино","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(495) 673-51-90; (495) 673-30-00; (495) 673-15-96; (495) 673-34-93; (495) 673-14-90","k26.mskcollege.ru/","26@prof.educom.ru","37,68135","55,704517","87029532"
"238","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Строительный колледж № 26","109559, г. Москва, ул. Цимлянская, д. 7, стр. 1","Юго-Восточный административный округ","район Люблино","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(495) 673-51-90; (495) 673-30-00; (495) 673-15-96; (495) 673-34-93; (495) 673-14-90","k26.mskcollege.ru/","26@prof.educom.ru","37,67951","55,704474","87029533"
"239","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Строительный колледж № 26","109559, г. Москва, ул. Цимлянская, д. 7, стр. 1","Юго-Восточный административный округ","район Люблино","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(495) 673-51-90; (495) 673-30-00; (495) 673-15-96; (495) 673-34-93; (495) 673-14-90","k26.mskcollege.ru/","26@prof.educom.ru","37,678806","55,704431","87029534"
"240","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Строительный колледж № 26","109559, г. Москва, ул. Цимлянская, д. 7, стр. 1","Юго-Восточный административный округ","район Люблино","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(495) 673-51-90; (495) 673-30-00; (495) 673-15-96; (495) 673-34-93; (495) 673-14-90","k26.mskcollege.ru/","26@prof.educom.ru","37,679079","55,704879","87029535"
"241","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Строительный колледж № 26","109559, г. Москва, ул. Цимлянская, д. 7, стр. 1","Юго-Восточный административный округ","район Люблино","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(495) 673-51-90; (495) 673-30-00; (495) 673-15-96; (495) 673-34-93; (495) 673-14-90","k26.mskcollege.ru/","26@prof.educom.ru","37,741371","55,739849","87029536"
"242","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Строительный колледж № 26","109559, г. Москва, ул. Цимлянская, д. 7, стр. 1","Юго-Восточный административный округ","район Люблино","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(495) 673-51-90; (495) 673-30-00; (495) 673-15-96; (495) 673-34-93; (495) 673-14-90","k26.mskcollege.ru/","26@prof.educom.ru","37,7575","55,736322","87029537"
"243","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Строительный колледж № 26","109559, г. Москва, ул. Цимлянская, д. 7, стр. 1","Юго-Восточный административный округ","район Люблино","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(495) 673-51-90; (495) 673-30-00; (495) 673-15-96; (495) 673-34-93; (495) 673-14-90","k26.mskcollege.ru/","26@prof.educom.ru","37,75132","55,694324","87029538"
"244","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Строительный колледж № 26","109559, г. Москва, ул. Цимлянская, д. 7, стр. 1","Юго-Восточный административный округ","район Люблино","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(495) 673-51-90; (495) 673-30-00; (495) 673-15-96; (495) 673-34-93; (495) 673-14-90","k26.mskcollege.ru/","26@prof.educom.ru","37,769893","55,668661","87029539"
"245","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Строительный колледж № 26","109559, г. Москва, ул. Цимлянская, д. 7, стр. 1","Юго-Восточный административный округ","район Люблино","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(495) 673-51-90; (495) 673-30-00; (495) 673-15-96; (495) 673-34-93; (495) 673-14-90","k26.mskcollege.ru/","26@prof.educom.ru","37,768126","55,668499","87029540"
"246","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Пищевой колледж № 33","115404 г. Москва, ул. 6-ая Радиальная, д. 10","Южный административный округ","район Царицыно","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","327-52-35","k33.mskcollege.ru/","33@prof.educom.ru","37,613927","55,614566","87029541"
"247","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Технологический колледж № 34","115230 г. Москва, ул. Нагатинская д. 4, к. 1","Южный административный округ","район Нагатино-Садовники","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","633-29-08",,"34@prof.educom.ru","37,623943","55,628854","87029542"
"248","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Технологический колледж № 34","115230 г. Москва, ул. Нагатинская д. 4, к. 1","Южный административный округ","район Нагатино-Садовники","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","633-29-08",,"34@prof.educom.ru","37,623194","55,628601","87029543"
"249","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Технологический колледж № 34","115230 г. Москва, ул. Нагатинская д. 4, к. 1","Южный административный округ","район Нагатино-Садовники","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","633-29-08",,"34@prof.educom.ru","37,647516","55,723796","87029544"
"250","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Технологический колледж № 34","115230 г. Москва, ул. Нагатинская д. 4, к. 1","Южный административный округ","район Нагатино-Садовники","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","633-29-08",,"34@prof.educom.ru","37,644808","55,679172","87029545"
"251","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Политехнический колледж № 42","121471 г. Москва, ул. Гродненская д. 5","Западный административный округ","Можайский район","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(499) 749-88-58",,"42@prof.educom.ru","37,422892","55,712006","87029546"
"252","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Политехнический колледж № 42","121471 г. Москва, ул. Гродненская д. 5","Западный административный округ","Можайский район","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(499) 749-88-58",,"42@prof.educom.ru","37,386357","55,723447","87029547"
"253","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Политехнический колледж № 42","121471 г. Москва, ул. Гродненская д. 5","Западный административный округ","Можайский район","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(499) 749-88-58",,"42@prof.educom.ru","37,385554","55,723864","87029548"
"254","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Политехнический колледж № 42","121471 г. Москва, ул. Гродненская д. 5","Западный административный округ","Можайский район","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(499) 749-88-58",,"42@prof.educom.ru","37,435497","55,717671","87029549"
"255","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж малого бизнеса № 48","123308, г. Москва, ул. Мневники, д. 4","Северо-Западный административный округ","район Хорошёво-Мнёвники","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(495) 948-05-90",,"48@prof.educom.ru","37,500465","55,778085","87029550"
"256","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж малого бизнеса № 48","123308, г. Москва, ул. Мневники, д. 4","Северо-Западный административный округ","район Хорошёво-Мнёвники","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(495) 948-05-90",,"48@prof.educom.ru","37,498909","55,774577","87029551"
"257","Государственное автономное образовательное учреждение среднего профессионального образования города Москвы Технологический колледж № 24","105484, г. Москва,  ул. 16-я Парковая,  д. 20","Восточный административный округ","район Измайлово","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(499) 461-52-19","k24.mskcollege.ru/","24@prof.educom.ru","37,675271","55,787863","87029552"
"258","Государственное автономное образовательное учреждение среднего профессионального образования города Москвы Технологический колледж № 24","105484, г. Москва,  ул. 16-я Парковая,  д. 20","Восточный административный округ","район Измайлово","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(499) 461-52-19","k24.mskcollege.ru/","24@prof.educom.ru","37,7991","55,747814","87029553"
"259","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж автоматизации и радиоэлектроники № 27 имени П.М.Вострухина","109428, г. Москва, Рязанский проспект, д. 8, стр. 1, стр. 2","Юго-Восточный административный округ","Рязанский район","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(495) 355-24-38; (495) 355-24-82; (495) 355-25-00","k27.mskcollege.ru/","27@prof.educom.ru","37,755421","55,726737","87029717"
"260","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж автоматизации и радиоэлектроники № 27 имени П.М.Вострухина","109428, г. Москва, Рязанский проспект, д. 8, стр. 1, стр. 2","Юго-Восточный административный округ","Рязанский район","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(495) 355-24-38; (495) 355-24-82; (495) 355-25-00","k27.mskcollege.ru/","27@prof.educom.ru","37,756129","55,726732","87029718"
"261","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж автоматизации и радиоэлектроники № 27 имени П.М.Вострухина","109428, г. Москва, Рязанский проспект, д. 8, стр. 1, стр. 2","Юго-Восточный административный округ","Рязанский район","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(495) 355-24-38; (495) 355-24-82; (495) 355-25-00","k27.mskcollege.ru/","27@prof.educom.ru","37,815731","55,64223","87029719"
"262","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж автоматизации и радиоэлектроники № 27 имени П.М.Вострухина","109428, г. Москва, Рязанский проспект, д. 8, стр. 1, стр. 2","Юго-Восточный административный округ","Рязанский район","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(495) 355-24-38; (495) 355-24-82; (495) 355-25-00","k27.mskcollege.ru/","27@prof.educom.ru","37,6803","55,715486","87029720"
"263","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж автоматизации и радиоэлектроники № 27 имени П.М.Вострухина","109428, г. Москва, Рязанский проспект, д. 8, стр. 1, стр. 2","Юго-Восточный административный округ","Рязанский район","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(495) 355-24-38; (495) 355-24-82; (495) 355-25-00","k27.mskcollege.ru/","27@prof.educom.ru","37,816004","55,642424","87029721"
"264","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Политехнический колледж № 31","115280 г. Москва, ул. Автозаводская д. 25","Южный административный округ","Даниловский район","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(495) 952-10-60","k31.mskcollege.ru/","31@prof.educom.ru","37,606258","55,715448","87029722"
"265","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Политехнический колледж № 31","115280 г. Москва, ул. Автозаводская д. 25","Южный административный округ","Даниловский район","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(495) 952-10-60","k31.mskcollege.ru/","31@prof.educom.ru","37,606258","55,715448","87029723"
"266","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Политехнический колледж № 31","115280 г. Москва, ул. Автозаводская д. 25","Южный административный округ","Даниловский район","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(495) 952-10-60","k31.mskcollege.ru/","31@prof.educom.ru","37,592244","55,70437","87029724"
"267","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Политехнический колледж № 31","115280 г. Москва, ул. Автозаводская д. 25","Южный административный округ","Даниловский район","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(495) 952-10-60","k31.mskcollege.ru/","31@prof.educom.ru","37,674147","55,643942","87029725"
"268","Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Политехнический колледж № 31","115280 г. Москва, ул. Автозаводская д. 25","Южный административный округ","Даниловский район","Государственное","Городское подчинение: Управление профессионального образования","Образовательное учреждение среднего профессионального образования","Колледж","(495) 952-10-60","k31.mskcollege.ru/","31@prof.educom.ru","37,636314","55,703789","87029726"
